sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
411-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,63,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-002,55,,,,Yes,1,Yes,images/product/Venice Bib (Front)_1.jpeg&&images/product/Venice Bib (right side view)_1.jpeg&&images/product/Venice Bib (back magnet tab usage)_1.jpeg&&images/product/Venice Bib (Front pocket close-up with phone & pen)_1.jpeg&&images/product/Venice Bib (Front pocket close-up)_1.jpeg&&images/product/Venice Bib (right side pocket close-up)_1.jpeg&&images/product/IMG_8018_1.jpg,,"Tue, 30 Jun 2015 14:05:44 +0000","Tue, 30 Jun 2015 17:19:37 +0000","Tue, 28 Feb 2017 21:01:47 +0000",Aprons,Yes,1000,No,10,venice-bib-apron.html,No,0,0,0,1,A,Venice Bib Apron,,"<p>100% Cotton</p>
<p>Contrast gold stitch</p>
<p>Adjustable contrast gold twill straps</p>
<p>Double front full size pockets</p>
<p>-        Additional cell phone pocket &amp; 1 pen pocket</p>
<p>Additional third pocket with 4 pen pockets</p>
<p>Available in Regular and Plus Size</p>
<p>-        Regular Size: 31”L X 35.5”W</p>
<p>-        Plus Size: 31”L X 43.5”W</p>
<p>-        Long: 35.5""L X 35.5""W</p>
<p> </p>",,"100% Cotton
Contrast gold stitch
Adjustable contrast gold twill straps
Double front full size pockets
-        Additional cell phone pocket &amp; 1 pen pocket
Additional third pocket with 4 pen pockets
Available in Regular and Plus Size
-        Regular Size: 31”L X 35.5”W
-        Plus Size: 31”L X 43.5”W
-        Long: 35.5""L X 35.5""W
 ",,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,126,,,,112402&&112622&&112691&&112359,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,34,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,,images/product_variant/IMG_8018_1.jpg,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-003,40,,,,Yes,1,Yes,images/product/Grenade Half Bistro (close-up)_1.jpeg&&images/product/Grenade Half Bistro (far)_1.jpeg&&images/product/Grenade Half Bistro (left pocket)_1.jpeg&&images/product/Grenade Half Bistro (pocket close-up)_1.jpeg&&images/product/Grenade Half Bistro (right pocket)_1.jpeg,,"Tue, 30 Jun 2015 07:00:00 +0000","Tue, 30 Jun 2015 17:26:52 +0000","Sat, 10 Dec 2016 23:14:25 +0000",Aprons,Yes,1000,No,10,grenade-half-bistro.html,No,0,0,0,1,A,Grenade Half Bistro,,"<p>100% Cotton</p>
<p>Contrast gold stitch</p>
<p>Contrast gold twill straps</p>
<p>Double front full size pockets</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Additional 3 pen pockets</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Additional cell phone pocket &amp; 1 pen pocket</p>
<p>Available in Regular and Plus Size</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Regular Size: 25&rdquo;L X 30&rdquo;W</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Plus Size: 25&rdquo;L X 38&rdquo;W</p>",,,,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,130,,,,112467&&112402&&112622&&112691,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,60,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-004,60,,,,Yes,1,Yes,images/product/CK Bib (Front)_1.jpeg&&images/product/CK Bib (close-up)_1.jpeg&&images/product/CK Bib (back magnet tab usage)_1.jpeg&&images/product/CK Bib (lower pocket)_1.jpeg&&images/product/CK Bib (top pocket)_1.jpeg,,"Mon, 29 Jun 2015 17:04:17 +0000","Tue, 30 Jun 2015 17:32:09 +0000","Tue, 28 Feb 2017 21:01:47 +0000",Aprons,Yes,297,No,10,ck-bib-apron.html,No,0,0,0,1,A,CK Bib Apron,,"<p>Everyone's favorite bib. Back in full force with it's same awesome stretch, and perfect contrast in colors. This super practical bib apron will protect you from the wear and tear of the day. Keep all of your pens, markers, cell (and whatever else you wanna keep with you throughout your shift) right where you need 'em- in any of 9 pockets that come with this dope apron. </p>
<ul><li>100% Cotton</li>
<li>Black &amp; Grey Japanese Denim</li>
<li>White contrasting stitch throughout</li>
<li>Contrasting gray pockets and straps</li>
<li>Adjustable metal neck buckle</li>
<li>Double layered chest pockets with 2 optional pen divides</li>
<li>2 front full size pockets
<ul><li>4 additional inset pen pockets</li>
<li>1 additional inset cell phone pocket</li>
</ul></li>
</ul><h3><span style=""color:#339966;"">Dimensions</span></h3>
<p>Available in Regular Size: 35.5”L X 31”W</p>
<h3><span style=""color:#339966;""> Use &amp; Care</span></h3>
<ul><li>Machine-wash cold</li>
<li>Line dry</li>
<li>Warm iron as needed</li>
</ul>",,"Everyone's favorite bib. Back in full force with it's same awesome stretch, and perfect contrast in colors. This super practical bib apron will protect you from the wear and tear of the day. Keep all of your pens, markers, cell (and whatever else you wanna keep with you throughout your shift) right where you need 'em- in any of 9 pockets that come with this dope apron. 
100% Cotton
Black &amp; Grey Japanese Denim
White contrasting stitch throughout
Contrasting gray pockets and straps
Adjustable metal neck buckle
Double layered chest pockets with 2 optional pen divides
2 front full size pockets
4 additional inset pen pockets
1 additional inset cell phone pocket

Dimensions
Available in Regular Size: 35.5”L X 31”W
 Use &amp; Care
Machine-wash cold
Line dry
Warm iron as needed
",,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,,,,,112622,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
511-002,25,,,,Yes,1,Yes,images/product/image1 (16).jpg&&images/product/IMG_0138.jpg&&images/product/IMG_0132.jpg&&images/product/snapback_trucker.png,,"Thu, 24 Nov 2016 18:56:52 +0000","Tue, 30 Jun 2015 19:33:33 +0000","Fri, 03 Feb 2017 02:56:52 +0000",Hats,No,49,No,10,hubcap-hat.html,No,0,0,0,1,A,Hubcap Hat,,"<p>Step up your hat game with the black and gray LC Hubcap. </p>
<p> </p>
<p>Available in Black Classic Trucker Snapback</p>
<ul><li>47 Cotton / 25 Polyester / 28 Nylon</li>
<li>Structured, five-panel, high-profile</li>
<li>Flatbill, with snapback closure</li>
</ul>",,"Step up your hat game with the black and gray LC Hubcap. 
 
Available in Black Classic Trucker Snapback
47 Cotton / 25 Polyester / 28 Nylon
Structured, five-panel, high-profile.
Flatbill, with snapback closure
",,,Black- Classic Trucker Snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,7,,,,,,,8661&&125-1054-017474&&125-1154&&6006-61595&&27-211-1703&&158-1175-080&&125-978-250303&&OG2010&&LOG2010&&8662&&125-1038-140404,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-005,55,,,,Yes,1,Yes,images/product/image1_1.jpeg&&images/product/image2_1.jpeg,,"Wed, 29 Jul 2015 14:09:00 +0000","Wed, 29 Jul 2015 15:12:31 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Aprons,Yes,999,No,10,laguna-bib.html,No,0,0,0,1,A,Laguna Bib Apron,,"<div class=""brief-descr product-description"">
<p>100% Cotton</p>
<p>Black Denim</p>
<p>Contrast white stitch</p>
<p>Adjustable contrast white twill straps</p>
<p>Double front full size pockets</p>
<p>-        Additional cell phone pocket &amp; 1 pen pocket</p>
<p>Additional third pocket with 4 pen pockets</p>
<p>Available in Regular and Plus Size</p>
<p>-        Regular Size: 31”L X 35.5”W</p>
<p>-        Plus Size: 31”L X 43.5”W</p>
</div>",,"100% Cotton
Black Denim
Contrast white stitch
Adjustable contrast white twill straps
Double front full size pockets
-        Additional cell phone pocket &amp; 1 pen pocket
Additional third pocket with 4 pen pockets
Available in Regular and Plus Size
-        Regular Size: 31”L X 35.5”W
-        Plus Size: 31”L X 43.5”W
",,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,0,,,,211-007&&112402&&112622&&112691,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-006,40,,,,Yes,0,Yes,images/product/image3_2_1.jpeg&&images/product/image4 copy_1.jpeg&&images/product/image5 copy_1.jpeg,,"Wed, 29 Jul 2015 07:00:00 +0000","Wed, 29 Jul 2015 15:21:00 +0000","Sun, 13 Nov 2016 19:48:16 +0000",Aprons,Yes,1000,No,10,tempo-half-bistro.html,No,0,0,0,1,A,Tempo Half Bistro,,"<div class=""brief-descr product-description"">
<p>100% Cotton</p>
<p>Black Denim</p>
<p>Contrast white stitch</p>
<p>Contrast white twill straps</p>
<p>Double front full size pockets</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Additional 3 pen pockets</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Additional cell phone pocket &amp; 1 pen pocket</p>
<p>Available in Regular and Plus Size</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Regular Size: 25&rdquo;L X 30&rdquo;W</p>
<p>-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Plus Size: 25&rdquo;L X 38&rdquo;W</p>
</div>",,,,Regular,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,0,,,,112467,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
411-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,18,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,115,,,,Yes,2,Yes,images/product/IMG_3193_2.jpeg&&images/product/IMG_3192_1.jpeg&&images/product/FullSizeRender.jpeg&&images/product/IMG_7525.jpeg,,"Mon, 06 Apr 2015 17:02:41 +0000","Wed, 08 Apr 2015 23:51:18 +0000","Tue, 14 Mar 2017 00:02:41 +0000",Men's Chef Coats,Yes,1000,No,10,briks.html,No,0,0,0,1,A,Briks,,"<p><span style=""font-family:arial, helvetica, sans-serif;"">The swaggiest one of the bunch! This bad boy is everything you want in a chef coat- complete with both style AND functionality. Made beautifully with a lightweight Japanese denim, and finished off with 12 gunmetal buttons. You can't forget about all of the Lost Car perks- longer front and back panels, pen pockets in the front of your coat for easier access, and of course, a super strong neodymium magnet on your back to keep your apron from creeping up on your neck. Boom.</span></p>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Lightweight black denim </span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket (both sides- whether your right or left-handed)</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 gunmetal buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Top stitched with a contrasting gray</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">1"" contrasting striped cuff on the sleeve</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Mandarin collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Short-sleeve</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;""> <span style=""color:#008000;"">Use &amp; Care</span></span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry only</span></li>
</ul><h3><span style=""color:#008000;font-family:arial, helvetica, sans-serif;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Available in sizes XS-3XL</span></li>
</ul><p><span style=""font-family:arial, helvetica, sans-serif;""> </span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/size%20charts/briks_size_chart.png"" target=""_blank"">Size Chart</a></span></p>
<div id=""chart_info"" style=""width:800px;display:none;""><span style=""font-family:arial, helvetica, sans-serif;""><img src=""/images/White-Male.jpg"" alt=""Chart"" /></span></div>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></span></p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a href=""/images/filemanager/uploads/font%20list%20final.jpg"">Font List</a></span></p>",,"The swaggiest one of the bunch! This bad boy is everything you want in a chef coat- complete with both style AND functionality. Made beautifully with a lightweight Japanese denim, and finished off with 12 gunmetal buttons. You can't forget about all of the Lost Car perks- longer front and back panels, pen pockets in the front of your coat for easier access, and of course, a super strong neodymium magnet on your back to keep your apron from creeping up on your neck. Boom.
Lightweight black denim 
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic back apron tab
Inset double chest pocket (both sides- whether your right or left-handed)
12 gunmetal buttons
Top stitched with a contrasting gray
1"" contrasting striped cuff on the sleeve
Mandarin collar
Short-sleeve
Longer, curved hemline
 Use &amp; Care
Machine-wash cold
Line dry only
Dimensions
Available in sizes XS-3XL
 
SIZE CHART

Embroidery Thread Colors
Font List",,XS,,Yes&&No=default,,No=default&&Yes (please see return policy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,20,,,,321 030 11,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,40,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,20,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,125,,,,No,2,Yes,images/product/IMG_3422_1.jpeg&&images/product/FONTS_1_6_1_1.png,,"Wed, 08 Apr 2015 09:21:23 +0000","Wed, 08 Apr 2015 23:34:49 +0000","Wed, 27 Jul 2016 16:21:23 +0000",Men's Chef Coats,No,998,No,10,405.html,No,0,0,0,1,A,405,,"<p>**Attention – Presale Item; please allow 2-3 weeks for delivery</p>
<p>405 – Military Green<br />2 way stretch cotton<br />97% cotton 3% spandex<br />Double-breasted<br />No-fuss magnetic back apron loop<br />Double top stitch in a dark grey contrast<br />Inset double chest pocket<br />12 gun metal buttons<br />Short sleeve<br />Mandarin collar<br />Longer, curved hemline<br />Available in sizes XS-5XL (Preshrunk)<br /><br />**Attention – Presale Item; please allow 2-3 weeks for delivery<br /><br />**Limited time offer: American flag embroidered on the sleeve for $5 – All proceeds of the flag will be donated to the Wounded Warrior Project</p>",,"**Attention – Presale Item; please allow 2-3 weeks for delivery
405 – Military Green2 way stretch cotton97% cotton 3% spandexDouble-breastedNo-fuss magnetic back apron loopDouble top stitch in a dark grey contrastInset double chest pocket12 gun metal buttonsShort sleeveMandarin collarLonger, curved hemlineAvailable in sizes XS-5XL (Preshrunk)**Attention – Presale Item; please allow 2-3 weeks for delivery**Limited time offer: American flag embroidered on the sleeve for $5 – All proceeds of the flag will be donated to the Wounded Warrior Project",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
